probability_female_with_dynamic_activity,probability_male_with_dynamic_activity,probability_female_with_static_activity,probability_male_with_static_activity,probability_female_with_device_fitbit_and_dynamic_activity,probability_male_with_device_fitbit_and_dynamic_activity,probability_female_with_device_fitbit_and_static_activity,probability_male_with_device_fitbit_and_static_activity,probability_female_with_device_apple_watch_and_dynamic_activity,probability_male_with_device_apple_watch_and_dynamic_activity,probability_female_with_device_apple_watch_and_static_activity,probability_male_with_device_apple_watch_and_static_activity,predictive_parity,error_rate
0.592,0.561,0.408,0.439,0.5,0.491,0.5,0.509,0.671,0.602,0.329,0.398,0.625,0.13043478260869565
