probability_female_with_dynamic_activity,probability_male_with_dynamic_activity,probability_female_with_static_activity,probability_male_with_static_activity,probability_female_with_device_fitbit_and_dynamic_activity,probability_male_with_device_fitbit_and_dynamic_activity,probability_female_with_device_fitbit_and_static_activity,probability_male_with_device_fitbit_and_static_activity,probability_female_with_device_apple_watch_and_dynamic_activity,probability_male_with_device_apple_watch_and_dynamic_activity,probability_female_with_device_apple_watch_and_static_activity,probability_male_with_device_apple_watch_and_static_activity,predictive_parity,error_rate
0.431,0.585,0.569,0.415,0.552,0.783,0.448,0.217,0.358,0.41,0.642,0.59,0.3076923076923077,0.3333333333333333
