probability_female_with_dynamic_activity,probability_male_with_dynamic_activity,probability_female_with_static_activity,probability_male_with_static_activity,probability_female_with_device_fitbit_and_dynamic_activity,probability_male_with_device_fitbit_and_dynamic_activity,probability_female_with_device_fitbit_and_static_activity,probability_male_with_device_fitbit_and_static_activity,probability_female_with_device_apple_watch_and_dynamic_activity,probability_male_with_device_apple_watch_and_dynamic_activity,probability_female_with_device_apple_watch_and_static_activity,probability_male_with_device_apple_watch_and_static_activity,predictive_parity,error_rate
0.331,0.372,0.669,0.628,0.397,0.45,0.603,0.55,0.284,0.312,0.716,0.688,0.75,0.034482758620689655
