probability_female_with_dynamic_activity,probability_male_with_dynamic_activity,probability_female_with_static_activity,probability_male_with_static_activity,probability_female_with_device_fitbit_and_dynamic_activity,probability_male_with_device_fitbit_and_dynamic_activity,probability_female_with_device_fitbit_and_static_activity,probability_male_with_device_fitbit_and_static_activity,probability_female_with_device_apple_watch_and_dynamic_activity,probability_male_with_device_apple_watch_and_dynamic_activity,probability_female_with_device_apple_watch_and_static_activity,probability_male_with_device_apple_watch_and_static_activity,predictive_parity,error_rate
0.539,0.61,0.461,0.39,0.6,0.631,0.4,0.369,0.494,0.596,0.506,0.404,0.0,0.041666666666666664
